 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,129824,5,5,1275,494,701,0,255.0,330.2279516,345,0,98.8,149.2136053,13626.14,77.02736012,14424.88889,13127.66473,33442,160,95838,23959.5,12109.22515,34134,9201,96382,24095.5,18533.898,42794,475,0,0,0,0,112,112,38.51368006,38.51368006,0,701,160.8181818,247.9325788,61470.56364,0,0,0,1,0,0,0,0,1,176.9,255.0,98.8,112,0,0,0,0,0,0,5,1275,5,494,8192,134,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51427,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,980,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,162,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1308641.975,24691.35802,54.0,53.25410782,110,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,12345.67901,12345.67901,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51591,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,110,251,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51996,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4972,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118135157,59,92,1926,113892,499,0,32.6440678,75.51587244,2860,0,1237.956522,515.3292965,980.3855426,1.278196972,787567.7133,6748367.666,58800000,1,118000000,2036813.052,10800000.0,58800000,29,118000000,1297161.945,8657785.129,58800000,1,0,0,0,0,1192,1852,0.499427956,0.778769016,0,2860,761.9605263,715.5073954,511950.8329,0,0,0,1,0,0,0,0,1,767.0066225,32.6440678,1237.956522,1192,0,0,0,0,0,0,59,1926,92,113892,8192,377,58,20,376065.5,408302.5473,664779,87352,58600000.0,160437.5789,58800000,58500000,BENIGN
53,60935,4,2,176,214,44,44,44.0,0.0,107,107,107.0,0.0,6400.262575,98.46557807,12187.0,19234.26167,44001,4,16930,5643.333333,9767.611854,16922,4,4,4.0,0.0,4,4,0,0,0,0,80,40,65.64371872,32.82185936,44,107,62.0,30.7408523,945.0,0,0,0,0,0,0,0,0,0,72.33333333,44.0,107.0,80,0,0,0,0,0,0,4,176,2,214,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,227,2,2,84,184,42,42,42.0,0.0,92,92,92.0,0.0,1180616.74,17621.14537,75.66666667,90.47283202,177,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,64,64,8810.572687,8810.572687,42,92,62.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,77.5,42.0,92.0,64,0,0,0,0,0,0,2,84,2,184,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3460,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,360,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5873511,7,3,599,141,517,0,85.57142857,191.3085267,141,0,47.0,81.40638796,125.9893784,1.702559168,652612.3333,1896462.88,5709450,21,5873511,978918.5,2351970.573,5779756,49,148767,74383.5,16604.98854,86125,62642,0,0,0,0,232,104,1.191791417,0.51076775,0,517,67.27272727,155.2257008,24095.01818,0,0,0,1,0,0,0,0,0,74.0,85.57142857,47.0,232,0,0,0,0,0,0,7,599,3,141,29200,59,3,32,164012.0,0.0,164012,164012,5709450.0,0.0,5709450,5709450,BENIGN
22,1259012,41,44,2664,6954,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7639.323533,67.51325643,14988.2381,104501.2048,953811,0,1259012,31475.3,158955.2218,996386,1,305062,7094.465116,18357.0745,96783,1,0,0,0,0,1328,1424,32.56521781,34.94803862,0,976,111.8372093,239.6868477,57449.78495,0,0,0,1,0,0,0,0,1,113.1529412,64.97560976,158.0454545,1328,0,0,0,0,0,0,41,2664,44,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,189,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1682539.683,21164.02116,63.0,103.058236,182,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,10582.01058,10582.01058,34,125,70.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,40,0,0,0,0,0,0,2,68,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,85182,4,2,152,202,38,38,38.0,0.0,101,101,101.0,0.0,4155.807565,70.43741636,17036.4,36008.59726,81386,4,81394,27131.33333,46985.91961,81386,4,48,48.0,0.0,48,48,0,0,0,0,128,40,46.95827757,23.47913879,38,101,56.0,30.7408523,945.0,0,0,0,0,0,0,0,0,0,65.33333333,38.0,101.0,128,0,0,0,0,0,0,4,152,2,202,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
135,41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,255,2052,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,155,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,1419354.839,25806.45161,51.66666667,50.05330492,103,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,12903.22581,12903.22581,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,64,0,0,0,0,0,0,2,94,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50541,36293,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,82.66056815,18146.5,25343.41414,36067,226,36293,36293.0,0.0,36293,36293,0,0.0,0.0,0,0,0,0,0,0,76,32,55.10704544,27.55352272,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,76,0,0,0,0,0,0,2,0,1,0,352,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47888,2,2,86,302,43,43,43.0,0.0,151,151,151.0,0.0,8102.238557,83.52823254,15962.66667,27642.95354,47882,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,41.76411627,41.76411627,43,151,86.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,107.75,43.0,151.0,40,0,0,0,0,0,0,2,86,2,302,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,119984804,17,16,668,780,292,0,39.29411765,95.12607733,384,0,48.75,130.883918,12.0681949,0.275034829,3749525.125,4889259.688,10000000,124,120000000,7497569.563,4444116.136,10000000,139,120000000,7997406.4,4136243.901,10000000,366,0,0,0,0,352,464,0.141684609,0.13335022,0,384,42.58823529,110.6931652,12252.97683,0,0,0,1,0,0,0,0,0,43.87878788,39.29411765,48.75,352,0,0,0,0,0,0,17,668,16,780,8192,980,16,20,35365.0,28058.47655,109836,23614,9961394.417,124192.7002,10000000,9573661,BENIGN
443,118142781,16,16,1192,4920,522,0,74.5,133.0057643,1430,0,307.5,486.5282452,51.73401158,0.270858699,3811057.452,14700000.0,59000000,1,118000000,7876185.4,20700000.0,59000000,83,118000000,7869994.4,20700000.0,59000000,1,0,0,0,0,332,332,0.13542935,0.13542935,0,1430,185.2121212,365.9615552,133927.8598,0,0,0,1,0,0,0,0,1,191.0,74.5,307.5,332,0,0,0,0,0,0,16,1192,16,4920,8192,360,15,20,181872.0,134631.7169,277071,86673,58800000.0,167099.939,59000000,58700000,BENIGN
443,19610,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,917.8990311,152.9831719,9805.0,13797.06751,19561,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,20,101.9887812,50.99439062,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,254,34,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,249,2,2,70,232,35,35,35.0,0.0,116,116,116.0,0.0,1212851.406,16064.25703,83.0,102.5621763,198,1,1,1.0,0.0,1,1,50,50.0,0.0,50,50,0,0,0,0,64,64,8032.128514,8032.128514,35,116,67.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,84.25,35.0,116.0,64,0,0,0,0,0,0,2,70,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30132696,10,11,1027,3791,677,0,102.7,211.9465604,1460,0,344.6363636,567.7614416,159.8927623,0.696917395,1506634.8,3641798.71,10000000,3,20200000,2247677.333,4406097.111,10000000,273,30100000,3009582.3,4824432.322,10100000,3,0,0,0,0,212,256,0.331865426,0.365051969,0,1460,219.0,435.5986576,189746.1905,0,0,0,1,0,0,0,0,1,229.4285714,102.7,344.6363636,212,0,0,0,0,0,0,10,1027,11,3791,8192,62,9,20,88192.66667,88745.38561,190667,36914,9956038.0,77390.33581,10000000,9866682,BENIGN
